,event_id,event_date,event_year,event_month,event_time,event_hour,event_am_pm,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,caused_fatalities,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude
2171,8015,2016-01-17 20:39:00,2016,January,20:39:00,20,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2904.0,Shady Cove,8.39443,-122.7386,42.6629
2172,6047,2014-06-02 00:00:00,2014,June,00:00:00,0,AM,mudslide,rain,medium,above_road,0.0,0.0,No,Russia,RU,Karachayevo-Cherkesiya,21117.0,Zelenchukskaya,0.31133,41.5897,43.8608
2176,8711,2012-01-19 12:59:00,2012,January,12:59:00,12,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1045.0,Lowell,35.1903,-122.4412,44.1165
2177,8389,2014-02-12 16:11:00,2014,February,16:11:00,16,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,6336.0,Brookings,13.97537,-124.3142,42.1764
2180,6551,2014-08-24 00:00:00,2014,August,00:00:00,0,AM,landslide,downpour,medium,unknown,2.0,0.0,Yes,Japan,JP,Hokkaidō,2684.0,Rishiri Town,25.7364,141.0171,45.3532
2184,5749,2014-01-03 18:00:00,2014,January,18:00:00,18,PM,landslide,downpour,medium,above_road,0.0,0.0,No,United Kingdom,GB,England,0.0,Bexleyheath,0.38406,0.134,51.4635
2185,9035,2016-07-16 00:00:00,2016,July,00:00:00,0,AM,landslide,continuous_rain,medium,unknown,0.0,0.0,No,Nepal,NP,Mid Western,9073.0,Jumla,33.89418,82.283,29.5679
2186,7410,2015-08-02 21:00:00,2015,August,21:00:00,21,PM,landslide,downpour,medium,deforested_slope,3.0,5.0,Yes,Vietnam,VN,Cao Bằng,0.0,Thị Trấn Thông Nông,1.87167,105.9839,22.7672
2191,7688,2016-05-08 00:00:00,2016,May,00:00:00,0,AM,landslide,mining,medium,mine,0.0,0.0,No,Vietnam,VN,Quảng Ninh,135477.0,Cẩm Phả Mines,4.88321,107.2772,21.0552
2195,9523,2016-10-02 00:00:00,2016,October,00:00:00,0,AM,landslide,downpour,medium,above_road,0.0,0.0,No,New Zealand,NZ,Auckland,3441.0,Warkworth,16.28716,174.7033,-36.5438
2196,9013,2015-12-09 00:00:00,2015,December,00:00:00,0,AM,rock_fall,flooding,medium,above_road,0.0,0.0,No,United States,US,Washington,7850.0,Mount Vista,1.90852,-122.6573,45.7326
2203,6489,2014-12-11 00:00:00,2014,December,00:00:00,0,AM,debris_flow,continuous_rain,medium,natural_slope,0.0,0.0,No,Canada,CA,British Columbia,1385.0,Lions Bay,0.99865,-123.2257,49.4567
2206,8106,2015-12-08 17:58:00,2015,December,17:58:00,17,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1312.0,Rockaway Beach,4.81177,-123.9425,45.5701
2208,7770,2015-08-24 15:00:00,2015,August,15:00:00,15,PM,landslide,unknown,medium,above_road,0.0,0.0,No,United Kingdom,GB,England,0.0,Ockley,2.44896,-0.3339,51.1584
2209,8764,2011-11-04 17:07:00,2011,November,17:07:00,17,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2045.0,Lincoln Beach,7.13471,-123.9569,44.8559
2210,7264,2015-07-22 00:00:00,2015,July,00:00:00,0,AM,landslide,continuous_rain,medium,above_road,0.0,0.0,No,India,IN,Manipur,92113.0,Kohima,27.6588,93.9827,25.4538
2212,9610,2016-10-15 00:00:00,2016,October,00:00:00,0,AM,mudslide,rain,medium,above_road,0.0,0.0,No,United States,US,Washington,2868.0,Granite Falls,3.21471,-120.2137,47.919
2213,9220,2016-07-26 23:00:00,2016,July,23:00:00,23,PM,landslide,downpour,unknown,unknown,0.0,0.0,No,India,IN,West Bengal,1035.0,Naya Bāzār,12.10327,88.1218,27.1027
2215,8940,2016-06-21 00:00:00,2016,June,00:00:00,0,AM,landslide,downpour,large,natural_slope,1.0,0.0,Yes,Japan,JP,Kumamoto,39234.0,Uto,8.05896,130.5807,32.6848
2216,8232,2016-07-01 00:00:00,2016,July,00:00:00,0,AM,mudslide,downpour,medium,unknown,1.0,0.0,Yes,Papua New Guinea,PG,Northern Province,6199.0,Kokoda,0.45428,147.7119686,-8.907973013
2219,7316,2015-08-15 23:00:00,2015,August,23:00:00,23,PM,landslide,downpour,medium,urban,3.0,1.0,Yes,Nepal,NP,Mid Western,20908.0,Dailekh,0.20942,81.7097,28.8425
2223,6062,2014-06-17 00:00:00,2014,June,00:00:00,0,AM,landslide,rain,small,above_road,0.0,0.0,No,Georgia,GE,Khashuris Raioni,10091.0,Surami,2.29955,43.5285,42.0291
2224,5425,2013-08-31 00:00:00,2013,August,00:00:00,0,AM,rock_fall,tropical_cyclone,medium,unknown,0.0,2.0,No,Taiwan,TW,Taiwan,397515.0,Keelung,15.59252,121.8962,25.1193
2227,6394,2014-11-24 09:00:00,2014,November,09:00:00,9,AM,mudslide,unknown,small,bluff,0.0,0.0,No,United States,US,Washington,20254.0,Mukilteo,3.26708,-122.3185,47.9167
2228,6900,2015-03-18 00:00:00,2015,March,00:00:00,0,AM,landslide,continuous_rain,medium,unknown,0.0,0.0,No,Ecuador,EC,Loja,117796.0,Loja,1.82885,-79.2073,-4.0094
2234,6095,2014-06-23 00:00:00,2014,June,00:00:00,0,AM,landslide,continuous_rain,small,unknown,0.0,0.0,No,Nicaragua,NI,Chontales,5827.0,Santo Domingo,30.27546,-84.8163,12.3487
2240,6593,2014-12-26 00:00:00,2014,December,00:00:00,0,AM,other,downpour,medium,other,2.0,0.0,Yes,Sri Lanka,LK,Uva,4721.0,Haputale,1.80822,80.9514,6.754
2244,9092,2015-12-20 09:00:00,2015,December,09:00:00,9,AM,landslide,unknown,medium,unknown,4.0,0.0,Yes,India,IN,Tamil Nadu,775484.0,Tiruchirappalli,2.17409,78.7075,10.8319
2246,8156,2015-11-11 14:53:00,2015,November,14:53:00,14,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2151.0,Vernonia,27.33407,-123.5261,45.9384
2250,7949,2016-06-28 00:00:00,2016,June,00:00:00,0,AM,mudslide,downpour,small,above_road,0.0,0.0,No,Nepal,NP,Central Region,1442271.0,Kathmandu,38.15181,85.2178,28.0336
2251,9147,2015-12-30 00:00:00,2015,December,00:00:00,0,AM,rock_fall,unknown,medium,above_road,0.0,0.0,No,United States,US,North Carolina,83393.0,Asheville,2.87402,-82.582,35.5888
2253,8182,2015-03-31 20:47:00,2015,March,20:47:00,20,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2045.0,Lincoln Beach,6.3548,-123.9829,44.8851
2254,8280,2015-09-21 07:00:00,2015,September,07:00:00,7,AM,landslide,rain,medium,unknown,2.0,0.0,Yes,Bangladesh,BD,Chittagong,3920222.0,Chittagong,2.2269,91.8138,22.3496
2257,7000,2015-06-26 14:00:00,2015,June,14:00:00,14,PM,landslide,monsoon,medium,natural_slope,1.0,4.0,Yes,Bangladesh,BD,Chittagong,253788.0,Cox’s Bāzār,4.53556,92.0074,21.4409
2266,7462,2015-09-25 00:00:00,2015,September,00:00:00,0,AM,landslide,rain,small,above_road,0.0,0.0,No,Honduras,HN,Ocotepeque,1416.0,La Labor,5.79867,-89.0537,14.481
2268,9335,2016-05-18 08:00:00,2016,May,08:00:00,8,AM,landslide,continuous_rain,unknown,unknown,2.0,0.0,Yes,India,IN,Assam,10942.0,Lāla,11.569,92.7239,24.5202
2269,6643,2013-01-09 00:00:00,2013,January,00:00:00,0,AM,rock_fall,downpour,medium,natural_slope,0.0,0.0,No,New Zealand,NZ,Canterbury,1187.0,Pleasant Point,104.48699,170.159,-43.643
2271,8450,2013-09-05 16:33:00,2013,September,16:33:00,16,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,473.0,Fossil,30.57986,-119.9384,44.8065
2272,7540,2016-02-26 21:06:00,2016,February,21:06:00,21,PM,rock_fall,unknown,small,above_road,0.0,0.0,No,United States,US,West Virginia,1048.0,Athens,12.00678,-81.1093,37.5011
2273,9386,2016-05-09 12:10:00,2016,May,12:10:00,12,PM,landslide,construction,small,mine,1.0,3.0,Yes,India,IN,Tamil Nadu,90353.0,Valparai,1.02005,76.9592,10.3316
2275,8294,2016-04-16 09:00:00,2016,April,09:00:00,9,AM,earth_flow,earthquake,medium,deforested_slope,5.0,0.0,Yes,Japan,JP,Kumamoto,27978.0,Aso,9.05811,131.0054,32.8853
2276,8233,2015-09-16 00:00:00,2015,September,00:00:00,0,AM,landslide,downpour,medium,above_road,0.0,0.0,No,India,IN,Odisha,6895.0,Gudāri,56.83785,83.2414,19.316
2277,8573,2012-10-30 10:16:00,2012,October,10:16:00,10,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1035.0,Pacific City,7.22836,-123.8754,45.2224
2278,6578,2014-12-21 02:00:00,2014,December,02:00:00,2,AM,rock_fall,rain,small,above_road,0.0,0.0,No,United States,US,California,2666.0,Marin City,1.21877,-122.5012,37.8595
2280,7617,2015-08-08 00:00:00,2015,August,00:00:00,0,AM,debris_flow,tropical_cyclone,medium,unknown,0.0,0.0,No,Taiwan,TW,Taipei,7871900.0,Taipei,9.42454,121.5444,24.9635
2281,7279,2015-07-24 00:00:00,2015,July,00:00:00,0,AM,mudslide,monsoon,medium,other,0.0,0.0,No,India,IN,Manipur,7176.0,Mahur,46.17661,93.5142,24.9818
2287,8387,2016-02-13 18:16:00,2016,February,18:16:00,18,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2033.0,Waldport,30.05202,-123.7087,44.3462
2289,9462,2016-08-07 08:20:00,2016,August,08:20:00,8,AM,riverbank_collapse,unknown,medium,above_river,0.0,0.0,No,United Kingdom,GB,England,18800.0,Mirfield,2.8228,-1.7363,53.6825
2294,6634,2015-01-05 01:30:00,2015,January,01:30:00,1,AM,mudslide,rain,medium,unknown,0.0,0.0,No,United States,US,Washington,13182.0,Lea Hill,2.83702,-122.1737,47.3012
2295,6837,2015-03-05 23:00:00,2015,March,23:00:00,23,PM,mudslide,rain,medium,below_road,0.0,0.0,No,United States,US,West Virginia,9318.0,Moundsville,16.23811,-80.6061,39.838
2296,7604,2016-03-29 00:00:00,2016,March,00:00:00,0,AM,landslide,unknown,small,urban,0.0,0.0,No,Trinidad and Tobago,TT,City of San Fernando,55419.0,San Fernando,0.96476,-61.459,10.2791
2303,9123,2015-12-27 00:00:00,2015,December,00:00:00,0,AM,rock_fall,downpour,medium,above_road,0.0,0.0,No,United States,US,Oklahoma,15753.0,Tahlequah,13.25365,-94.9213,36.0281
2304,5973,2014-03-26 00:00:00,2014,March,00:00:00,0,AM,landslide,unknown,small,above_road,0.0,0.0,No,United States,US,Kentucky,16325.0,Fort Thomas,0.84033,-84.4386,39.0787
2306,8805,2011-03-08 10:26:00,2011,March,10:26:00,10,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,8925.0,Sweet Home,44.12293,-122.2872,44.166
2308,7753,2015-11-16 00:00:00,2015,November,00:00:00,0,AM,mudslide,rain,large,above_road,0.0,0.0,No,United States,US,Oregon,14095.0,Washougal,15.68406,-122.1529,45.5737
2311,8291,2014-10-22 16:41:00,2014,October,16:41:00,16,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2033.0,Waldport,21.83672,-123.803,44.3784
2314,5769,2014-01-12 18:00:00,2014,January,18:00:00,18,PM,mudslide,downpour,medium,above_road,0.0,0.0,No,United States,US,Washington,103019.0,Everett,0.11655,-122.2019,47.98
2315,7183,2015-04-03 09:00:00,2015,April,09:00:00,9,AM,mudslide,downpour,small,above_road,0.0,0.0,No,United States,US,Kentucky,3255.0,Prestonsburg,3.12273,-82.7776,37.6824
2318,9257,2016-07-31 11:00:00,2016,July,11:00:00,11,AM,mudslide,downpour,medium,above_road,0.0,0.0,No,India,IN,Maharashtra,100000.0,Airoli,4.69372,73.02,19.1869
2319,8891,2016-07-07 23:00:00,2016,July,23:00:00,23,PM,mudslide,downpour,small,unknown,1.0,0.0,Yes,Turkey,TR,Trabzon,0.0,Dağbaşı,9.89517,39.9081,40.8167
2320,8309,2014-04-17 18:10:00,2014,April,18:10:00,18,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,4864.0,Mount Hood Village,25.49139,-121.6997,45.2401
2322,8731,2012-01-18 20:12:00,2012,January,20:12:00,20,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2045.0,Lincoln Beach,9.50738,-123.9314,44.8746
2323,6316,2014-09-17 08:00:00,2014,September,08:00:00,8,AM,landslide,tropical_cyclone,medium,unknown,1.0,1.0,Yes,Vietnam,VN,Lạng Sơn,0.0,Lộc Bình,12.425,106.9004,21.8689
2332,9449,2016-08-04 00:00:00,2016,August,00:00:00,0,AM,debris_flow,continuous_rain,medium,above_road,0.0,0.0,No,India,IN,Uttarakhand,13865.0,Joshīmath,21.3573,79.4954,30.7386
2336,9258,2016-07-31 00:00:00,2016,July,00:00:00,0,AM,landslide,continuous_rain,medium,above_road,0.0,5.0,No,India,IN,Uttarakhand,17123.0,Uttarkāshi,27.21869,78.4375,30.9753
2337,9561,2016-10-08 09:00:00,2016,October,09:00:00,9,AM,mudslide,downpour,medium,above_road,0.0,0.0,No,Taiwan,TW,Taiwan,109584.0,Taitung City,17.2361,121.0217,22.6522
2339,5913,2014-03-02 18:00:00,2014,March,18:00:00,18,PM,landslide,continuous_rain,large,above_road,4.0,0.0,Yes,Indonesia,ID,West Java,800000.0,Bogor,1.34637,106.8,-6.6
2341,5379,2013-08-20 22:00:00,2013,August,22:00:00,22,PM,landslide,monsoon,medium,unknown,5.0,2.0,Yes,China,CN,Guizhou Sheng,251900.0,Liupanshui,39.26988,104.6673,26.916
2342,8467,2013-06-09 17:44:00,2013,June,17:44:00,17,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1045.0,Lowell,22.64767,-122.6763,44.107
2343,3954,2011-08-30 09:00:00,2011,August,09:00:00,9,AM,rock_fall,tropical_cyclone,medium,unknown,2.0,9.0,Yes,Philippines,PH,Central Luzon,221178.0,Olongapo,5.55603,120.2913,14.8494
2347,6372,2014-08-23 00:00:00,2014,August,00:00:00,0,AM,rock_fall,unknown,small,above_road,0.0,0.0,No,United States,US,Wyoming,9520.0,Cody,59.36537,-109.7961,44.4544
2352,6083,2014-06-20 00:00:00,2014,June,00:00:00,0,AM,mudslide,rain,medium,below_road,0.0,0.0,No,United States,US,Minnesota,6661.0,Belle Plaine,7.97257,-93.8457,44.5768
2354,7485,2015-09-20 00:00:00,2015,September,00:00:00,0,AM,riverbank_collapse,flooding,small,retaining_wall,0.0,0.0,No,Honduras,HN,Francisco Morazán,850848.0,Tegucigalpa,2.91326,-87.226,14.1003
2355,9194,2016-01-08 01:30:00,2016,January,01:30:00,1,AM,rock_fall,rain,medium,unknown,0.0,0.0,No,Canada,CA,British Columbia,3551.0,Bowen Island,5.18396,-123.2665,49.3747
2356,6119,2014-07-01 04:00:00,2014,July,04:00:00,4,AM,mudslide,rain,medium,above_road,0.0,0.0,No,China,CN,Tibet Autonomous Region,0.0,Zhamog,9.26613,95.8044,29.7929
2361,8126,2015-12-08 14:39:00,2015,December,14:39:00,14,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,9477.0,Astoria,5.02428,-123.7669,46.1947
2364,6598,2014-12-27 00:00:00,2014,December,00:00:00,0,AM,landslide,downpour,medium,above_road,0.0,0.0,No,Indonesia,ID,Aceh,24519.0,Sabang,5.63458,95.3576,5.8597
2368,6033,2014-05-19 15:00:00,2014,May,15:00:00,15,PM,landslide,rain,small,unknown,1.0,3.0,Yes,Philippines,PH,Zamboanga Peninsula,6774.0,Salug,13.4138,122.8157,7.9978
2370,6288,2014-09-22 00:00:00,2014,September,00:00:00,0,AM,landslide,rain,small,unknown,0.0,0.0,No,India,IN,Assam,899094.0,Guwahati,5.61963,91.7998,26.1985
2374,6537,2014-08-20 22:45:00,2014,August,22:45:00,22,PM,mudslide,downpour,large,natural_slope,2.0,0.0,Yes,Georgia,GE,Ingushetiya,1174.0,Dzhayrakh,9.99346,44.511,42.7234
2377,6831,2015-03-06 09:00:00,2015,March,09:00:00,9,AM,mudslide,snowfall_snowmelt,medium,mine,0.0,0.0,No,United States,US,Kentucky,2237.0,Cumberland,7.52192,-82.8934,36.9822
2379,8333,2014-03-21 15:52:00,2014,March,15:52:00,15,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,14095.0,Washougal,9.90394,-122.2429,45.5389
2380,7573,2016-01-10 00:00:00,2016,January,00:00:00,0,AM,rock_fall,unknown,medium,above_road,0.0,0.0,No,United States,US,Washington,1112.0,Entiat,5.34965,-120.1809,47.6316
2383,7716,2016-05-08 08:00:00,2016,May,08:00:00,8,AM,landslide,downpour,medium,natural_slope,54.0,0.0,Yes,Rwanda,RW,Kigali,86685.0,Musanze,29.96964,29.8033,-1.7101
2384,8953,2016-06-20 17:00:00,2016,June,17:00:00,17,PM,mudslide,downpour,medium,above_road,0.0,0.0,No,Kyrgyzstan,KG,Osh,0.0,Gul’cha,10.63516,73.4746,40.2209
2385,8738,2012-01-18 08:25:00,2012,January,08:25:00,8,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,2449.0,Siletz,7.68021,-123.8506,44.6736
2386,7189,2015-07-11 18:00:00,2015,July,18:00:00,18,PM,mudslide,continuous_rain,small,above_road,0.0,0.0,No,Canada,CA,British Columbia,3667.0,Sparwood,17.35076,-114.7462,49.8607
2392,5753,2014-01-07 17:23:00,2014,January,17:23:00,17,PM,landslide,downpour,large,above_road,0.0,0.0,No,Malaysia,MY,Kuala Lumpur,1453975.0,Kuala Lumpur,1.72233,101.6805,3.1556
2395,9049,2015-12-09 00:00:00,2015,December,00:00:00,0,AM,landslide,snowfall_snowmelt,medium,above_road,0.0,0.0,No,United States,US,Washington,2132.0,Riverbend,6.56486,-121.6707,47.4427
2396,6072,2014-06-19 00:00:00,2014,June,00:00:00,0,AM,mudslide,continuous_rain,small,unknown,0.0,0.0,No,United States,US,Minnesota,382578.0,Minneapolis,0.25471,-93.2659,44.9817
2397,7509,2015-09-10 00:00:00,2015,September,00:00:00,0,AM,landslide,downpour,large,urban,0.0,0.0,No,Panama,PA,Panamá,321501.0,San Miguelito,2.59449,-79.4487,9.0417
2406,9551,2016-10-05 17:00:00,2016,October,17:00:00,17,PM,landslide,downpour,medium,deforested_slope,0.0,0.0,No,Uganda,UG,Eastern Region,0.0,Bududa,4.79239,34.3427,1.0529
2407,6933,2015-03-30 00:00:00,2015,March,00:00:00,0,AM,landslide,continuous_rain,medium,unknown,0.0,0.0,No,India,IN,Kashmir,8036.0,Tsrār Sharīf,12.78009,74.6566,33.9344
2410,6464,2014-08-10 00:00:00,2014,August,00:00:00,0,AM,mudslide,downpour,small,unknown,0.0,0.0,No,United States,US,New Mexico,8329.0,Corrales,0.35759,-106.6046,35.2351
2412,7430,2015-10-07 00:00:00,2015,October,00:00:00,0,AM,landslide,rain,medium,unknown,0.0,0.0,No,Mexico,MX,Tabasco,1042.0,Libertad,4.8168,-92.7439,17.3768
2416,10027,2016-08-07 13:37:00,2016,August,13:37:00,13,PM,mudslide,tropical_cyclone,medium,natural_slope,3.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,-97.0711,18.7312
2421,6695,2014-09-13 00:00:00,2014,September,00:00:00,0,AM,landslide,rain,small,below_road,0.0,0.0,No,Costa Rica,CR,Cartago,26594.0,Cartago,3.07297,-83.9316,9.8895
2422,8599,2012-04-04 09:46:00,2012,April,09:46:00,9,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,4935.0,Tillamook,14.51415,-123.6688,45.4964
2423,7802,2006-02-28 09:00:00,2006,February,09:00:00,9,AM,landslide,downpour,small,above_road,0.0,0.0,No,United States,US,Washington,15645.0,Bryn Mawr-Skyway,4.08261,-122.2374,47.5309
2425,9001,2015-12-07 23:00:00,2015,December,23:00:00,23,PM,landslide,unknown,small,above_road,0.0,0.0,No,United Kingdom,GB,England,9854.0,Maryport,0.68558,-3.4963,54.7205
2427,6966,2015-06-17 00:00:00,2015,June,00:00:00,0,AM,landslide,downpour,small,unknown,0.0,0.0,No,India,IN,West Bengal,43000.0,Kālimpang,8.53707,88.4314,26.9974
2430,8245,2014-12-23 13:49:00,2014,December,13:49:00,13,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1855.0,Mill City,36.9726,-122.02,44.6907
2431,9655,2016-10-20 00:00:00,2016,October,00:00:00,0,AM,landslide,tropical_cyclone,medium,unknown,2.0,0.0,Yes,Philippines,PH,Cordillera,6819.0,Lagawe,12.58074,121.0017,16.8358
2434,6524,2014-08-15 00:00:00,2014,August,00:00:00,0,AM,mudslide,unknown,medium,unknown,2.0,2.0,Yes,Nepal,NP,Mid Western,5427.0,Besisahar,30.92493,82.624,28.4414
2439,9525,2016-10-02 00:00:00,2016,October,00:00:00,0,AM,landslide,downpour,small,above_road,0.0,0.0,No,New Zealand,NZ,Waikato,7136.0,Thames,8.67906,175.6348,-37.1577
2440,6819,2015-03-04 00:00:00,2015,March,00:00:00,0,AM,mudslide,rain,medium,above_road,0.0,0.0,No,United States,US,West Virginia,3191.0,Williamson,16.94705,-82.0927,37.6322
2441,5827,2014-01-26 12:00:00,2014,January,12:00:00,12,PM,rock_fall,unknown,medium,above_road,0.0,0.0,No,United Kingdom,GB,Scotland,14108.0,Helensburgh,10.85081,-4.6431,56.0917
2445,8735,2012-01-18 15:53:00,2012,January,15:53:00,15,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,4584.0,Philomath,11.45321,-123.4284,44.6336
2447,6914,2015-03-21 00:00:00,2015,March,00:00:00,0,AM,landslide,unknown,medium,natural_slope,0.0,0.0,No,Colombia,CO,Putumayo,4350.0,San Francisco,1.4794,-76.8755,1.1656
2448,8201,2015-02-07 09:59:00,2015,February,09:59:00,9,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,4561.0,Veneta,22.60595,-123.5484,44.1942
2453,6299,2014-10-26 00:00:00,2014,October,00:00:00,0,AM,landslide,unknown,medium,above_road,0.0,0.0,No,India,IN,Kashmir,4209.0,Batoti,0.55771,75.3142,33.1206
2454,9266,2016-07-31 00:00:00,2016,July,00:00:00,0,AM,landslide,rain,small,above_road,0.0,0.0,No,India,IN,Uttar Pradesh,78568.0,Bhadohi,10.94954,82.5725,25.4941
2456,7742,2016-06-08 09:30:00,2016,June,09:30:00,9,AM,complex,unknown,medium,above_road,0.0,1.0,No,Norway,NO,Hordaland,1167.0,Dale,6.59756,5.9061,60.6272
2459,6382,2014-11-09 00:00:00,2014,November,00:00:00,0,AM,landslide,construction,small,below_road,0.0,0.0,No,United States,US,Ohio,49138.0,Huntington,3.37218,-82.4314,38.4476
2460,6766,2015-02-09 00:00:00,2015,February,00:00:00,0,AM,mudslide,rain,small,above_road,0.0,0.0,No,Canada,CA,British Columbia,125109.0,Kelowna,10.94893,-119.4471,49.9745
2461,8200,2015-02-07 13:43:00,2015,February,13:43:00,13,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,5379.0,Winston,27.53795,-123.7092,43.0034
2468,8385,2014-02-14 08:35:00,2014,February,08:35:00,8,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,682.0,Condon,9.93456,-120.2926,45.2814
2469,10013,2016-08-06 13:37:00,2016,August,13:37:00,13,PM,mudslide,downpour,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-121.2766549,50.39136664
2470,6384,2014-11-16 15:00:00,2014,November,15:00:00,15,PM,other,unknown,medium,unknown,3.0,1.0,Yes,Pakistan,PK,Federally Administered Tribal Areas,0.0,Karbori,21.05266,71.3823,34.7982
2472,8192,2015-02-12 22:08:00,2015,February,22:08:00,22,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,3465.0,Toledo,12.94462,-123.7763,44.6342
2475,9562,2016-09-13 23:00:00,2016,September,23:00:00,23,PM,rock_fall,unknown,medium,natural_slope,0.0,0.0,No,United Kingdom,GB,Scotland,9652.0,Fort William,9.70779,-4.9783,56.7694
2477,6635,2015-01-05 05:56:00,2015,January,05:56:00,5,AM,mudslide,rain,medium,above_road,0.0,0.0,No,United States,US,Washington,1649.0,Cosmopolis,1.19191,-123.762,46.9483
2478,7536,2016-02-16 15:00:00,2016,February,15:00:00,15,PM,rock_fall,rain,medium,above_road,0.0,0.0,No,United States,US,Oregon,7810.0,Sutherlin,21.2692,-123.5684,43.433
2481,9576,2016-04-24 05:00:00,2016,April,05:00:00,5,AM,landslide,rain,medium,bluff,0.0,0.0,No,United Kingdom,GB,England,163600.0,Bournemouth,1.06309,-1.8649,50.7181
2484,8351,2014-03-06 11:14:00,2014,March,11:14:00,11,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,9695.0,North Bend,14.43484,-124.0469,43.419
2487,8189,2015-02-26 15:21:00,2015,February,15:21:00,15,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,1615.0,Merlin,8.1074,-123.3816,42.5846
